"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","direction"
6.24008846633801e-24,-7.71543515894247,0,0.084,1.17326143344087e-19,"Atypical B (ABC/DN2)","ENSG00000224610","down"
1.167809264424e-25,-6.91289582250532,0,0.09,2.19571497897e-21,"Atypical B (ABC/DN2)","DSP","down"
6.67492985626827e-32,-6.19754161158554,0.005,0.132,1.25502031157556e-27,"Atypical B (ABC/DN2)","ENSG00000287092","down"
2.82132710226721e-16,-5.87096850218606,0,0.056,5.3046592176828e-12,"Atypical B (ABC/DN2)","PITPNM2","down"
9.6269789622396e-10,-5.42264796390211,0,0.032,1.81006458448029e-05,"Atypical B (ABC/DN2)","TCL6","down"
2.55564938722612e-13,-5.36705835306556,0.002,0.054,4.80513197786254e-09,"Atypical B (ABC/DN2)","GNG8","down"
2.14604162813374e-09,-5.36513242474428,0,0.031,4.03498746921706e-05,"Atypical B (ABC/DN2)","ENSG00000263551","down"
2.3646832314745e-10,-5.24504435036787,0,0.034,4.44607741181835e-06,"Atypical B (ABC/DN2)","HAPLN3","down"
2.37248171696502e-08,-5.15101064883714,0,0.027,0.000446074012423762,"Atypical B (ABC/DN2)","FAM111B","down"
1.30140152904223e-08,-5.06990806202845,0,0.028,0.000244689515490521,"Atypical B (ABC/DN2)","ZDHHC19","down"
1.94923969968654e-90,-5.04812859538843,0.019,0.351,3.66496048335063e-86,"Atypical B (ABC/DN2)","ACSM3","down"
8.03203310278377e-22,-5.03892670835465,0.003,0.092,1.5101828639854e-17,"Atypical B (ABC/DN2)","P2RY14","down"
3.59736407332799e-55,-5.03501545140023,0.01,0.226,6.76376393067129e-51,"Atypical B (ABC/DN2)","JCHAIN","down"
3.5027458444219e-18,-5.02550749753465,0.003,0.078,6.58586273668205e-14,"Atypical B (ABC/DN2)","IL2RA","down"
1.72335399494458e-16,-4.99739273236871,0.002,0.067,3.24025018129481e-12,"Atypical B (ABC/DN2)","IFNG-AS1","down"
1.66891366783242e-16,-4.96686901328759,0.002,0.067,3.13789147825852e-12,"Atypical B (ABC/DN2)","CR1","down"
4.32646124612334e-09,-4.91951234800614,0,0.03,8.1346124349611e-05,"Atypical B (ABC/DN2)","EIF4E3","down"
2.69538835807017e-29,-4.90923272224646,0.006,0.127,5.06786919084354e-25,"Atypical B (ABC/DN2)","ACSM1","down"
1.94146265250048e-09,-4.90170885686861,0,0.031,3.65033807923141e-05,"Atypical B (ABC/DN2)","TC2N","down"
9.67155886224615e-20,-4.76839481400848,0.003,0.085,1.81844649727952e-15,"Atypical B (ABC/DN2)","KCNA3","down"
4.7732186900459e-07,-4.76411818658301,0,0.022,0.0089746057810243,"Atypical B (ABC/DN2)","KRT18","down"
1.07100622749959e-19,-4.76333554143454,0.003,0.085,2.01370590894474e-15,"Atypical B (ABC/DN2)","KLRK1","down"
1.62168782649024e-27,-4.75123032208015,0.003,0.113,3.04909745136694e-23,"Atypical B (ABC/DN2)","VPREB3","down"
5.28271987174079e-08,-4.74272393343302,0,0.026,0.000993256990284704,"Atypical B (ABC/DN2)","HNRNPLL","down"
3.65688010215695e-14,-4.73165100279703,0.002,0.059,6.8756659680755e-10,"Atypical B (ABC/DN2)","IL23A","down"
2.36932624278564e-07,-4.69575703865618,0,0.023,0.00445480720168555,"Atypical B (ABC/DN2)","TUNAR","down"
1.58654584279666e-06,-4.67794716351542,0,0.02,0.0298302349362627,"Atypical B (ABC/DN2)","ALPL","down"
